83,127.0.0.1,127.0.0.1,56499,     label
44,127.0.0.1,127.0.0.1,58998,0
107,127.0.0.1,127.0.0.1,58998,0
44,127.0.0.1,127.0.0.1,56499,0
935,127.0.0.1,127.0.0.1,58998,0
44,127.0.0.1,127.0.0.1,56499,0
282,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
4217,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
340,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
410,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
342,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,2357,0
412,127.0.0.1,127.0.0.1,2357,0
44,127.0.0.1,127.0.0.1,8191,0
45,127.0.0.1,127.0.0.1,8118,0
56,127.0.0.1,127.0.0.1,8133,0
45,127.0.0.1,127.0.0.1,14117,0
56,127.0.0.1,127.0.0.1,14136,0
45,127.0.0.1,127.0.0.1,8133,0
56,127.0.0.1,127.0.0.1,8118,0
45,127.0.0.1,127.0.0.1,14136,0
56,127.0.0.1,127.0.0.1,14117,0
88,,,37999,0
64,,,4343,0
92,,,4343,0
64,,,37999,0
45,127.0.0.1,127.0.0.1,8146,0
56,127.0.0.1,127.0.0.1,8125,0
45,127.0.0.1,127.0.0.1,8125,0
56,127.0.0.1,127.0.0.1,8146,0
45,127.0.0.1,127.0.0.1,59005,0
56,127.0.0.1,127.0.0.1,14115,0
45,127.0.0.1,127.0.0.1,8118,0
45,127.0.0.1,127.0.0.1,4201,0
56,127.0.0.1,127.0.0.1,8118,0
56,127.0.0.1,127.0.0.1,4201,0
45,127.0.0.1,127.0.0.1,56499,0
45,127.0.0.1,127.0.0.1,58999,0
56,127.0.0.1,127.0.0.1,56499,0
56,127.0.0.1,127.0.0.1,58999,0
240,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,14146,0
944,127.0.0.1,127.0.0.1,14146,0
44,127.0.0.1,127.0.0.1,8191,0
45,127.0.0.1,127.0.0.1,8135,0
45,127.0.0.1,127.0.0.1,8153,0
56,127.0.0.1,127.0.0.1,8153,0
56,127.0.0.1,127.0.0.1,8135,0
313,127.0.0.1,127.0.0.1,8191,0
44,127.0.0.1,127.0.0.1,36449,0
236,127.0.0.1,127.0.0.1,36449,0
44,127.0.0.1,127.0.0.1,8191,0
